geography,stateabbrev,state,id2,clinton,total,trump,trump_percent
"State House District 64 (2014), New Mexico","NM",35,"35-064",1942,9405,6653,.7073897
"State House District 65 (2014), New Mexico","NM",35,"35-065",5940,8836,1494,.169081
"State House District 66 (2014), New Mexico","NM",35,"35-066",2159,10241,7163,.6994434
"State House District 67 (2014), New Mexico","NM",35,"35-067",3113,11142,6956,.6243044
"State House District 68 (2014), New Mexico","NM",35,"35-068",6012,13801,5922,.4290994
"Assembly District 1 (2014), Nevada","NV",32,"32-001",16117,29379,11504,.3915722
"Assembly District 2 (2014), Nevada","NV",32,"32-002",15220,33171,16101,.4853939
"Assembly District 3 (2014), Nevada","NV",32,"32-003",11728,19445,6508,.3346876
"Assembly District 4 (2014), Nevada","NV",32,"32-004",14677,33407,16573,.4960936
"Assembly District 5 (2014), Nevada","NV",32,"32-005",13203,26508,11730,.4425079
"Assembly District 6 (2014), Nevada","NV",32,"32-006",12667,15181,1871,.1232462
"Assembly District 7 (2014), Nevada","NV",32,"32-007",15234,22209,5872,.2643973
"Assembly District 8 (2014), Nevada","NV",32,"32-008",12972,23405,9098,.3887204
"Assembly District 9 (2014), Nevada","NV",32,"32-009",15381,29402,12408,.4220121
"Assembly District 10 (2014), Nevada","NV",32,"32-010",11226,18556,6268,.3377883
"Assembly District 11 (2014), Nevada","NV",32,"32-011",8836,11504,2057,.1788074
"Assembly District 12 (2014), Nevada","NV",32,"32-012",14366,27061,11159,.4123647
"Assembly District 13 (2014), Nevada","NV",32,"32-013",12569,32035,17403,.5432495
"Assembly District 14 (2014), Nevada","NV",32,"32-014",11438,17039,4655,.2731968
"Assembly District 15 (2014), Nevada","NV",32,"32-015",11616,18469,5801,.3140939
"Assembly District 16 (2014), Nevada","NV",32,"32-016",10071,15958,4963,.3110039
"Assembly District 17 (2014), Nevada","NV",32,"32-017",15874,25289,7845,.3102139
"Assembly District 18 (2014), Nevada","NV",32,"32-018",13201,22463,7799,.3471932
"Assembly District 19 (2014), Nevada","NV",32,"32-019",10582,27430,15162,.5527524
"Assembly District 20 (2014), Nevada","NV",32,"32-020",13366,24059,9130,.3794838
"Assembly District 21 (2014), Nevada","NV",32,"32-021",13397,27131,12006,.4425196
"Assembly District 22 (2014), Nevada","NV",32,"32-022",15139,35537,18276,.5142809
"Assembly District 23 (2014), Nevada","NV",32,"32-023",14011,39109,23033,.5889437
"Assembly District 24 (2014), Nevada","NV",32,"32-024",14924,23735,6655,.2803876
"Assembly District 25 (2014), Nevada","NV",32,"32-025",17024,38767,18618,.4802538
"Assembly District 26 (2014), Nevada","NV",32,"32-026",16708,39872,19849,.497818
"Assembly District 27 (2014), Nevada","NV",32,"32-027",14683,28564,11234,.3932922
"Assembly District 28 (2014), Nevada","NV",32,"32-028",9551,12669,2496,.1970163
"Assembly District 29 (2014), Nevada","NV",32,"32-029",14157,30537,14348,.4698562
"Assembly District 30 (2014), Nevada","NV",32,"32-030",13072,25147,10000,.3976617
"Assembly District 31 (2014), Nevada","NV",32,"32-031",14148,33073,16100,.4868019
"Assembly District 32 (2014), Nevada","NV",32,"32-032",7612,28807,18869,.6550144
"Assembly District 33 (2014), Nevada","NV",32,"32-033",4399,24669,18136,.7351737
"Assembly District 34 (2014), Nevada","NV",32,"32-034",14717,27121,10784,.3976254
"Assembly District 35 (2014), Nevada","NV",32,"32-035",16632,32770,14225,.4340861
"Assembly District 36 (2014), Nevada","NV",32,"32-036",9070,29814,18946,.6354733
"Assembly District 37 (2014), Nevada","NV",32,"32-037",15010,32808,16066,.4896976
"Assembly District 38 (2014), Nevada","NV",32,"32-038",6372,27816,19403,.6975482
"Assembly District 39 (2014), Nevada","NV",32,"32-039",11190,37327,23463,.6285799
"Assembly District 40 (2014), Nevada","NV",32,"32-040",11946,31511,16788,.5327663
"Assembly District 41 (2014), Nevada","NV",32,"32-041",14108,27849,12141,.4359582
"Assembly District 42 (2014), Nevada","NV",32,"32-042",11048,18780,6713,.3574547
"Assembly District 1 (2014), New York","NY",36,"36-001",30429,62481,29931,.4790416
"Assembly District 2 (2014), New York","NY",36,"36-002",25228,65246,37899,.5808632
"Assembly District 3 (2014), New York","NY",36,"36-003",21764,52090,28492,.5469764
"Assembly District 4 (2014), New York","NY",36,"36-004",28608,59011,28354,.4804867
"Assembly District 5 (2014), New York","NY",36,"36-005",21414,58888,35571,.604045
"Assembly District 6 (2014), New York","NY",36,"36-006",25595,35073,8503,.2424372
"Assembly District 7 (2014), New York","NY",36,"36-007",24689,63173,36204,.5730929
"Assembly District 8 (2014), New York","NY",36,"36-008",24724,68328,41525,.6077304
"Assembly District 9 (2014), New York","NY",36,"36-009",24194,65622,39345,.5995703
"Assembly District 10 (2014), New York","NY",36,"36-010",31785,61027,27369,.4484736
"Assembly District 11 (2014), New York","NY",36,"36-011",26718,48577,20505,.4221134
"Assembly District 12 (2014), New York","NY",36,"36-012",28806,65470,34484,.5267145
"Assembly District 13 (2014), New York","NY",36,"36-013",36344,59794,21956,.367194
"Assembly District 14 (2014), New York","NY",36,"36-014",29013,70153,39036,.5564409
"Assembly District 15 (2014), New York","NY",36,"36-015",28166,62806,32726,.5210649
"Assembly District 16 (2014), New York","NY",36,"36-016",35383,62131,25090,.4038242
"Assembly District 17 (2014), New York","NY",36,"36-017",25136,64263,37183,.5786067
"Assembly District 18 (2014), New York","NY",36,"36-018",40111,45745,4763,.1041207
"Assembly District 19 (2014), New York","NY",36,"36-019",26990,62383,33389,.5352259
"Assembly District 20 (2014), New York","NY",36,"36-020",28857,61400,30846,.5023779
"Assembly District 21 (2014), New York","NY",36,"36-021",34051,65498,29520,.4507008
"Assembly District 22 (2014), New York","NY",36,"36-022",38100,59627,19904,.3338085
"Assembly District 23 (2014), New York","NY",36,"36-023",22552,42276,18768,.4439398
"Assembly District 24 (2014), New York","NY",36,"36-024",30136,39363,8441,.21444
"Assembly District 25 (2014), New York","NY",36,"36-025",22067,34091,11100,.3255991
"Assembly District 26 (2014), New York","NY",36,"36-026",26655,46729,18836,.4030901
"Assembly District 27 (2014), New York","NY",36,"36-027",24432,37306,11804,.3164102
"Assembly District 28 (2014), New York","NY",36,"36-028",28766,44698,14545,.325406
"Assembly District 29 (2014), New York","NY",36,"36-029",42122,44911,2172,.0483623
"Assembly District 30 (2014), New York","NY",36,"36-030",26009,39236,12057,.3072943
"Assembly District 31 (2014), New York","NY",36,"36-031",32718,36050,2828,.0784466
"Assembly District 32 (2014), New York","NY",36,"36-032",40512,42760,1716,.040131
"Assembly District 33 (2014), New York","NY",36,"36-033",42311,48183,5091,.1056597
"Assembly District 34 (2014), New York","NY",36,"36-034",25507,31406,5063,.1612112
"Assembly District 35 (2014), New York","NY",36,"36-035",23512,28147,4055,.1440651
"Assembly District 36 (2014), New York","NY",36,"36-036",34318,44219,8305,.1878152
"Assembly District 37 (2014), New York","NY",36,"36-037",33393,41031,6317,.1539568
"Assembly District 38 (2014), New York","NY",36,"36-038",24632,32288,6766,.2095515
"Assembly District 39 (2014), New York","NY",36,"36-039",20635,25005,3844,.1537293
"Assembly District 40 (2014), New York","NY",36,"36-040",16943,25208,7633,.3028007
"Assembly District 41 (2014), New York","NY",36,"36-041",23726,39302,14745,.3751718
"Assembly District 42 (2014), New York","NY",36,"36-042",35437,40558,4336,.1069086
"Assembly District 43 (2014), New York","NY",36,"36-043",39275,43882,3591,.0818331
"Assembly District 44 (2014), New York","NY",36,"36-044",34664,44242,8262,.1867456
"Assembly District 45 (2014), New York","NY",36,"36-045",11469,29467,17286,.5866223
"Assembly District 46 (2014), New York","NY",36,"36-046",20481,39200,17630,.4497449
"Assembly District 47 (2014), New York","NY",36,"36-047",13939,26451,11825,.447053
"Assembly District 48 (2014), New York","NY",36,"36-048",7237,25578,17736,.6934084
"Assembly District 49 (2014), New York","NY",36,"36-049",11667,20563,8299,.403589
"Assembly District 50 (2014), New York","NY",36,"36-050",32718,39128,5120,.1308526
"Assembly District 51 (2014), New York","NY",36,"36-051",24990,30102,4204,.1396585
"Assembly District 52 (2014), New York","NY",36,"36-052",61053,66425,3538,.0532631
"Assembly District 53 (2014), New York","NY",36,"36-053",36757,40365,2449,.0606714
"Assembly District 54 (2014), New York","NY",36,"36-054",30785,33322,1787,.0536282
"Assembly District 55 (2014), New York","NY",36,"36-055",36396,37854,910,.0240397
"Assembly District 56 (2014), New York","NY",36,"36-056",42821,44815,936,.0208859
"Assembly District 57 (2014), New York","NY",36,"36-057",56085,58907,1291,.0219159
"Assembly District 58 (2014), New York","NY",36,"36-058",41247,42892,1153,.0268815
"Assembly District 59 (2014), New York","NY",36,"36-059",34116,45623,10785,.2363939
"Assembly District 60 (2014), New York","NY",36,"36-060",39373,41331,1522,.0368247
"Assembly District 61 (2014), New York","NY",36,"36-061",27998,42372,13198,.3114793
"Assembly District 62 (2014), New York","NY",36,"36-062",12852,54735,40776,.7449712
"Assembly District 63 (2014), New York","NY",36,"36-063",21161,47421,25118,.529681
"Assembly District 64 (2014), New York","NY",36,"36-064",18449,45756,25984,.5678818
"Assembly District 65 (2014), New York","NY",36,"36-065",36564,44308,6344,.1431796
"Assembly District 66 (2014), New York","NY",36,"36-066",53275,60093,4850,.0807082
"Assembly District 67 (2014), New York","NY",36,"36-067",56949,65513,6767,.1032925
"Assembly District 68 (2014), New York","NY",36,"36-068",42852,46876,2949,.0629107
"Assembly District 69 (2014), New York","NY",36,"36-069",55668,61293,3886,.0634004
"Assembly District 70 (2014), New York","NY",36,"36-070",50792,53588,1512,.0282153
"Assembly District 71 (2014), New York","NY",36,"36-071",48564,52490,2620,.0499143
"Assembly District 72 (2014), New York","NY",36,"36-072",42009,46303,3207,.0692612
"Assembly District 73 (2014), New York","NY",36,"36-073",47749,60448,10859,.179642
"Assembly District 74 (2014), New York","NY",36,"36-074",46021,53886,6044,.1121627
"Assembly District 75 (2014), New York","NY",36,"36-075",51549,59631,6360,.1066559
"Assembly District 76 (2014), New York","NY",36,"36-076",47021,58363,9532,.1633227
"Assembly District 77 (2014), New York","NY",36,"36-077",32194,34031,1425,.0418736
"Assembly District 78 (2014), New York","NY",36,"36-078",25826,28306,1953,.068996
"Assembly District 79 (2014), New York","NY",36,"36-079",35334,37276,1498,.0401867
"Assembly District 80 (2014), New York","NY",36,"36-080",28815,35174,5587,.1588389
"Assembly District 81 (2014), New York","NY",36,"36-081",36429,44928,7279,.1620148
"Assembly District 82 (2014), New York","NY",36,"36-082",33166,45468,11370,.250066
"Assembly District 83 (2014), New York","NY",36,"36-083",37794,39610,1361,.03436
"Assembly District 84 (2014), New York","NY",36,"36-084",31230,33299,1612,.0484099
"Assembly District 85 (2014), New York","NY",36,"36-085",29965,32035,1638,.0511316
"Assembly District 86 (2014), New York","NY",36,"36-086",28572,30412,1423,.0467907
"Assembly District 87 (2014), New York","NY",36,"36-087",34321,37557,2651,.070586
"Assembly District 88 (2014), New York","NY",36,"36-088",42092,64388,20262,.314686
"Assembly District 89 (2014), New York","NY",36,"36-089",37341,45071,6834,.1516274
"Assembly District 90 (2014), New York","NY",36,"36-090",30570,50551,18762,.3711499
"Assembly District 91 (2014), New York","NY",36,"36-091",34901,51577,15080,.2923784
"Assembly District 92 (2014), New York","NY",36,"36-092",44590,66102,19572,.2960879
"Assembly District 93 (2014), New York","NY",36,"36-093",40425,63872,21234,.3324461
"Assembly District 94 (2014), New York","NY",36,"36-094",27963,66471,36254,.5454108
"Assembly District 95 (2014), New York","NY",36,"36-095",34410,56683,20264,.3574969
"Assembly District 96 (2014), New York","NY",36,"36-096",33909,62807,27195,.4329931
"Assembly District 97 (2014), New York","NY",36,"36-097",30245,53896,22170,.4113478
"Assembly District 98 (2014), New York","NY",36,"36-098",18802,50805,29996,.5904143
"Assembly District 99 (2014), New York","NY",36,"36-099",25691,60394,32391,.5363281
"Assembly District 100 (2014), New York","NY",36,"36-100",24236,50134,23956,.4778394
"Assembly District 101 (2014), New York","NY",36,"36-101",21263,57329,33045,.5764098
"Assembly District 102 (2014), New York","NY",36,"36-102",21676,60186,35276,.5861164
"Assembly District 103 (2014), New York","NY",36,"36-103",38673,66385,24090,.3628832
"Assembly District 104 (2014), New York","NY",36,"36-104",26377,45357,17144,.3779791
"Assembly District 105 (2014), New York","NY",36,"36-105",25334,62999,35128,.5575961
"Assembly District 106 (2014), New York","NY",36,"36-106",28325,58385,27366,.4687163
"Assembly District 107 (2014), New York","NY",36,"36-107",29261,65175,32003,.4910318
"Assembly District 108 (2014), New York","NY",36,"36-108",28072,45580,15017,.3294647
"Assembly District 109 (2014), New York","NY",36,"36-109",42014,65498,19895,.3037497
"Assembly District 110 (2014), New York","NY",36,"36-110",35319,63428,24780,.3906792
"Assembly District 111 (2014), New York","NY",36,"36-111",20811,50177,26727,.5326544
"Assembly District 112 (2014), New York","NY",36,"36-112",32069,71355,34923,.4894261
"Assembly District 113 (2014), New York","NY",36,"36-113",28680,62764,30014,.4782041
"Assembly District 114 (2014), New York","NY",36,"36-114",24443,59587,31263,.5246614
"Assembly District 115 (2014), New York","NY",36,"36-115",23111,50122,23889,.4766171
"Assembly District 116 (2014), New York","NY",36,"36-116",19928,47105,24336,.516633
"Assembly District 117 (2014), New York","NY",36,"36-117",15046,47379,29599,.6247283
"Assembly District 118 (2014), New York","NY",36,"36-118",17241,54857,34732,.633137
"Assembly District 119 (2014), New York","NY",36,"36-119",18407,44848,24148,.5384409
"Assembly District 120 (2014), New York","NY",36,"36-120",20704,55789,31826,.5704709
"Assembly District 121 (2014), New York","NY",36,"36-121",21394,53655,28587,.5327929
"Assembly District 122 (2014), New York","NY",36,"36-122",19458,56226,33611,.5977839
"Assembly District 123 (2014), New York","NY",36,"36-123",28293,54166,22726,.4195621
"Assembly District 124 (2014), New York","NY",36,"36-124",20974,55929,31860,.5696508
"Assembly District 125 (2014), New York","NY",36,"36-125",34677,54039,15762,.2916782
"Assembly District 126 (2014), New York","NY",36,"36-126",27250,63237,32088,.5074245
