geography,stateabbrev,state,id2,clinton,total,trump,trump_percent
"State House District 65 (2014), Oklahoma","OK",40,"40-065",2292,11894,9029,.7591223
"State House District 66 (2014), Oklahoma","OK",40,"40-066",4754,15093,9477,.627907
"State House District 67 (2014), Oklahoma","OK",40,"40-067",5281,19029,12644,.6644595
"State House District 68 (2014), Oklahoma","OK",40,"40-068",4419,15638,10250,.6554546
"State House District 69 (2014), Oklahoma","OK",40,"40-069",4796,19147,13234,.6911788
"State House District 70 (2014), Oklahoma","OK",40,"40-070",8025,19131,9775,.5109508
"State House District 71 (2014), Oklahoma","OK",40,"40-071",7111,14338,6179,.4309527
"State House District 72 (2014), Oklahoma","OK",40,"40-072",5188,8984,3285,.3656501
"State House District 73 (2014), Oklahoma","OK",40,"40-073",8947,10463,1146,.1095288
"State House District 74 (2014), Oklahoma","OK",40,"40-074",4266,19566,14202,.7258509
"State House District 75 (2014), Oklahoma","OK",40,"40-075",4710,13058,7574,.5800276
"State House District 76 (2014), Oklahoma","OK",40,"40-076",5047,17051,11000,.6451235
"State House District 77 (2014), Oklahoma","OK",40,"40-077",4388,10276,5204,.5064228
"State House District 78 (2014), Oklahoma","OK",40,"40-078",7372,15541,7077,.4553761
"State House District 79 (2014), Oklahoma","OK",40,"40-079",5841,15123,8297,.5486345
"State House District 80 (2014), Oklahoma","OK",40,"40-080",4242,19057,13803,.7243008
"State House District 82 (2014), Oklahoma","OK",40,"40-082",6873,21385,13040,.6097732
"State House District 83 (2014), Oklahoma","OK",40,"40-083",7321,17488,8903,.509092
"State House District 84 (2014), Oklahoma","OK",40,"40-084",4486,13094,7586,.5793493
"State House District 85 (2014), Oklahoma","OK",40,"40-085",7513,17377,8577,.4935835
"State House District 86 (2014), Oklahoma","OK",40,"40-086",2499,11276,8192,.7264988
"State House District 87 (2014), Oklahoma","OK",40,"40-087",6546,14260,6469,.4536466
"State House District 88 (2014), Oklahoma","OK",40,"40-088",7921,12690,3583,.2823483
"State House District 89 (2014), Oklahoma","OK",40,"40-089",2704,4709,1712,.3635592
"State House District 90 (2014), Oklahoma","OK",40,"40-090",4105,11420,6483,.5676883
"State House District 91 (2014), Oklahoma","OK",40,"40-091",4953,17731,11745,.6623992
"State House District 92 (2014), Oklahoma","OK",40,"40-092",3300,6038,2309,.3824114
"State House District 93 (2014), Oklahoma","OK",40,"40-093",4040,9357,4694,.5016565
"State House District 94 (2014), Oklahoma","OK",40,"40-094",5669,13098,6471,.4940449
"State House District 95 (2014), Oklahoma","OK",40,"40-095",5033,13265,7246,.5462495
"State House District 96 (2014), Oklahoma","OK",40,"40-096",4218,19250,13908,.7224935
"State House District 97 (2014), Oklahoma","OK",40,"40-097",10844,15670,4136,.2639439
"State House District 98 (2014), Oklahoma","OK",40,"40-098",3806,16050,11305,.7043614
"State House District 99 (2014), Oklahoma","OK",40,"40-099",9429,12331,2170,.1759792
"State House District 100 (2014), Oklahoma","OK",40,"40-100",5731,14989,8135,.5427313
"State House District 101 (2014), Oklahoma","OK",40,"40-101",5280,19123,12644,.6611933
"State House District 1 (2014), Oregon","OR",41,"41-001",10844,35608,22581,.6341553
"State House District 2 (2014), Oregon","OR",41,"41-002",7951,28761,18862,.6558186
"State House District 3 (2014), Oregon","OR",41,"41-003",10551,32811,20005,.6097041
"State House District 5 (2014), Oregon","OR",41,"41-005",22318,37915,12762,.336595
"State House District 6 (2014), Oregon","OR",41,"41-006",11604,28939,15153,.5236186
"State House District 7 (2014), Oregon","OR",41,"41-007",10464,31908,19072,.5977184
"State House District 8 (2014), Oregon","OR",41,"41-008",24915,37842,10029,.265023
"State House District 9 (2014), Oregon","OR",41,"41-009",12739,31668,16644,.5255778
"State House District 10 (2014), Oregon","OR",41,"41-010",15250,32275,14529,.4501627
"State House District 11 (2014), Oregon","OR",41,"41-011",17581,34568,14474,.4187109
"State House District 13 (2014), Oregon","OR",41,"41-013",21347,34240,10063,.293896
"State House District 14 (2014), Oregon","OR",41,"41-014",16324,31950,13025,.4076682
"State House District 15 (2014), Oregon","OR",41,"41-015",12739,32282,16570,.5132892
"State House District 16 (2014), Oregon","OR",41,"41-016",22628,32566,6832,.2097894
"State House District 17 (2014), Oregon","OR",41,"41-017",8564,30905,19925,.6447177
"State House District 18 (2014), Oregon","OR",41,"41-018",10236,30599,18044,.5896925
"State House District 19 (2014), Oregon","OR",41,"41-019",12969,30546,15331,.5018988
"State House District 20 (2014), Oregon","OR",41,"41-020",16285,32761,13765,.4201642
"State House District 21 (2014), Oregon","OR",41,"41-021",12380,23275,8976,.3856498
"State House District 22 (2014), Oregon","OR",41,"41-022",9164,17600,7106,.40375
"State House District 23 (2014), Oregon","OR",41,"41-023",12899,35105,19490,.5551916
"State House District 24 (2014), Oregon","OR",41,"41-024",14111,31476,14708,.4672767
"State House District 26 (2014), Oregon","OR",41,"41-026",18166,35067,14178,.4043117
"State House District 27 (2014), Oregon","OR",41,"41-027",22436,33569,8555,.2548482
"State House District 28 (2014), Oregon","OR",41,"41-028",17443,29136,9202,.3158292
"State House District 30 (2014), Oregon","OR",41,"41-030",17558,30489,10062,.3300207
"State House District 31 (2014), Oregon","OR",41,"41-031",15111,34298,16340,.4764126
"State House District 32 (2014), Oregon","OR",41,"41-032",15228,33366,15378,.4608883
"State House District 34 (2014), Oregon","OR",41,"41-034",20922,31123,7633,.2452527
"State House District 35 (2014), Oregon","OR",41,"41-035",22222,34813,9885,.2839456
"State House District 36 (2014), Oregon","OR",41,"41-036",32272,38989,4308,.1104927
"State House District 37 (2014), Oregon","OR",41,"41-037",20709,36190,12780,.3531362
"State House District 38 (2014), Oregon","OR",41,"41-038",29411,40914,9005,.2200958
"State House District 39 (2014), Oregon","OR",41,"41-039",13887,35765,19453,.5439116
"State House District 40 (2014), Oregon","OR",41,"41-040",16257,33082,14139,.4273925
"State House District 41 (2014), Oregon","OR",41,"41-041",25925,36887,8240,.2233849
"State House District 42 (2014), Oregon","OR",41,"41-042",36887,42349,2575,.0608043
"State House District 43 (2014), Oregon","OR",41,"41-043",36925,41488,2240,.0539915
"State House District 44 (2014), Oregon","OR",41,"41-044",26689,32685,3729,.114089
"State House District 45 (2014), Oregon","OR",41,"41-045",29404,36564,4956,.1355432
"State House District 46 (2014), Oregon","OR",41,"41-046",27313,34114,4468,.1309726
"State House District 47 (2014), Oregon","OR",41,"41-047",15095,23745,6922,.291514
"State House District 48 (2014), Oregon","OR",41,"41-048",15388,25962,8524,.328326
"State House District 49 (2014), Oregon","OR",41,"41-049",12349,23947,9697,.4049359
"State House District 50 (2014), Oregon","OR",41,"41-050",12740,24848,10217,.41118
"State House District 51 (2014), Oregon","OR",41,"41-051",14861,29193,12231,.4189703
"State House District 52 (2014), Oregon","OR",41,"41-052",15140,32511,14884,.4578143
"State House District 53 (2014), Oregon","OR",41,"41-053",14948,37977,20226,.5325855
"State House District 54 (2014), Oregon","OR",41,"41-054",21142,37998,13656,.3593873
"State House District 55 (2014), Oregon","OR",41,"41-055",8496,34775,24314,.6991804
"State House District 56 (2014), Oregon","OR",41,"41-056",6629,27899,19335,.6930356
"State House District 57 (2014), Oregon","OR",41,"41-057",5742,21081,13772,.6532897
"State House District 58 (2014), Oregon","OR",41,"41-058",8099,29585,19463,.6578671
"State House District 59 (2014), Oregon","OR",41,"41-059",11984,32545,18249,.5607313
"State House District 60 (2014), Oregon","OR",41,"41-060",5510,27038,19842,.7338561
"State House District 1 (2014), Rhode Island","RI",44,"44-001",3989,4668,482,.1032562
"State House District 2 (2014), Rhode Island","RI",44,"44-002",3806,4568,533,.1166813
"State House District 3 (2014), Rhode Island","RI",44,"44-003",3046,3667,503,.1371693
"State House District 4 (2014), Rhode Island","RI",44,"44-004",5953,7085,848,.1196895
"State House District 5 (2014), Rhode Island","RI",44,"44-005",3004,4248,1084,.2551789
"State House District 6 (2014), Rhode Island","RI",44,"44-006",3414,5244,1633,.3114035
"State House District 7 (2014), Rhode Island","RI",44,"44-007",3476,4619,943,.2041567
"State House District 8 (2014), Rhode Island","RI",44,"44-008",3031,3727,520,.1395224
"State House District 9 (2014), Rhode Island","RI",44,"44-009",3298,3672,261,.0710784
"State House District 10 (2014), Rhode Island","RI",44,"44-010",3229,3774,434,.1149973
"State House District 11 (2014), Rhode Island","RI",44,"44-011",3940,4424,351,.07934
"State House District 12 (2014), Rhode Island","RI",44,"44-012",3379,3710,242,.0652291
"State House District 13 (2014), Rhode Island","RI",44,"44-013",2701,3923,1104,.2814173
"State House District 14 (2014), Rhode Island","RI",44,"44-014",2755,4487,1564,.3485625
"State House District 18 (2014), Rhode Island","RI",44,"44-018",4252,6084,1549,.2546022
"State House District 19 (2014), Rhode Island","RI",44,"44-019",4187,7444,2886,.3876948
"State House District 20 (2014), Rhode Island","RI",44,"44-020",2769,5428,2377,.4379145
"State House District 21 (2014), Rhode Island","RI",44,"44-021",3040,6411,3026,.4720013
"State House District 23 (2014), Rhode Island","RI",44,"44-023",3155,6723,3204,.476573
"State House District 24 (2014), Rhode Island","RI",44,"44-024",3805,7420,3286,.4428571
"State House District 25 (2014), Rhode Island","RI",44,"44-025",2107,4631,2265,.4890952
"State House District 26 (2014), Rhode Island","RI",44,"44-026",2652,5916,2981,.5038878
"State House District 31 (2014), Rhode Island","RI",44,"44-031",3885,7867,3513,.4465489
"State House District 32 (2014), Rhode Island","RI",44,"44-032",4405,8023,3103,.3867631
"State House District 33 (2014), Rhode Island","RI",44,"44-033",4484,7920,2993,.377904
"State House District 34 (2014), Rhode Island","RI",44,"44-034",4115,6995,2451,.3503931
"State House District 35 (2014), Rhode Island","RI",44,"44-035",3104,5129,1707,.3328134
"State House District 36 (2014), Rhode Island","RI",44,"44-036",4384,8084,3273,.4048738
"State House District 39 (2014), Rhode Island","RI",44,"44-039",3002,7187,3747,.521358
"State House District 40 (2014), Rhode Island","RI",44,"44-040",2849,7507,4217,.5617424
"State House District 41 (2014), Rhode Island","RI",44,"44-041",2894,8178,4923,.6019809
"State House District 42 (2014), Rhode Island","RI",44,"44-042",2760,6547,3554,.5428441
"State House District 49 (2014), Rhode Island","RI",44,"44-049",2144,3621,1300,.3590168
"State House District 50 (2014), Rhode Island","RI",44,"44-050",2117,4489,2110,.4700379
"State House District 51 (2014), Rhode Island","RI",44,"44-051",2254,4726,2219,.4695303
"State House District 54 (2014), Rhode Island","RI",44,"44-054",3285,6464,2910,.4501857
"State House District 56 (2014), Rhode Island","RI",44,"44-056",2452,2929,386,.1317856
"State House District 57 (2014), Rhode Island","RI",44,"44-057",3170,5168,1790,.3463622
"State House District 58 (2014), Rhode Island","RI",44,"44-058",2917,3842,824,.2144716
"State House District 61 (2014), Rhode Island","RI",44,"44-061",2944,5001,1834,.3667267
"State House District 62 (2014), Rhode Island","RI",44,"44-062",3066,4917,1667,.3390279
"State House District 63 (2014), Rhode Island","RI",44,"44-063",4055,6601,2255,.3416149
"State House District 64 (2014), Rhode Island","RI",44,"44-064",3011,4672,1437,.307577
"State House District 67 (2014), Rhode Island","RI",44,"44-067",4155,6970,2454,.3520803
"State House District 70 (2014), Rhode Island","RI",44,"44-070",3562,6989,3078,.4404064
"State House District 72 (2014), Rhode Island","RI",44,"44-072",4142,7625,3093,.4056394
"State House District 73 (2014), Rhode Island","RI",44,"44-073",3452,5073,1366,.2692687
"State House District 74 (2014), Rhode Island","RI",44,"44-074",4017,6824,2419,.3544842
"State House District 75 (2014), Rhode Island","RI",44,"44-075",3675,5705,1727,.3027169
"State House District HD-001 (2014), South Carolina","SC",45,"45-001",2876,15455,12001,.7765124
"State House District HD-002 (2014), South Carolina","SC",45,"45-002",5122,18180,12177,.669802
"State House District HD-004 (2014), South Carolina","SC",45,"45-004",2202,17122,14303,.835358
"State House District HD-005 (2014), South Carolina","SC",45,"45-005",3669,17593,13155,.7477406
"State House District HD-006 (2014), South Carolina","SC",45,"45-006",4712,16960,11385,.6712854
"State House District HD-007 (2014), South Carolina","SC",45,"45-007",3422,14271,10431,.7309229
"State House District HD-008 (2014), South Carolina","SC",45,"45-008",4637,16161,10994,.6802797
"State House District HD-011 (2014), South Carolina","SC",45,"45-011",4760,14638,9520,.6503621
"State House District HD-012 (2014), South Carolina","SC",45,"45-012",7117,13230,5750,.4346183
"State House District HD-014 (2014), South Carolina","SC",45,"45-014",4978,16737,11263,.6729402
"State House District HD-015 (2014), South Carolina","SC",45,"45-015",5302,11753,5824,.495533
"State House District HD-016 (2014), South Carolina","SC",45,"45-016",6126,16927,10039,.5930762
"State House District HD-017 (2014), South Carolina","SC",45,"45-017",3577,19016,14442,.7594657
"State House District HD-018 (2014), South Carolina","SC",45,"45-018",4557,19403,13795,.7109725
"State House District HD-019 (2014), South Carolina","SC",45,"45-019",4801,13817,8235,.5960049
"State House District HD-020 (2014), South Carolina","SC",45,"45-020",5453,19264,12463,.6469581
"State House District HD-022 (2014), South Carolina","SC",45,"45-022",6682,18743,10520,.5612762
"State House District HD-023 (2014), South Carolina","SC",45,"45-023",7000,11496,3701,.3219381
"State House District HD-024 (2014), South Carolina","SC",45,"45-024",7912,20044,10792,.5384155
"State House District HD-025 (2014), South Carolina","SC",45,"45-025",8338,12751,3970,.3113481
"State House District HD-026 (2014), South Carolina","SC",45,"45-026",8816,24089,13780,.5720453
"State House District HD-027 (2014), South Carolina","SC",45,"45-027",7065,19738,11568,.5860776
"State House District HD-028 (2014), South Carolina","SC",45,"45-028",6556,20185,12622,.6253158
"State House District HD-029 (2014), South Carolina","SC",45,"45-029",4103,15404,10881,.7063749
"State House District HD-030 (2014), South Carolina","SC",45,"45-030",3964,14524,10199,.702217
"State House District HD-031 (2014), South Carolina","SC",45,"45-031",7647,10568,2583,.2444171
"State House District HD-032 (2014), South Carolina","SC",45,"45-032",5220,15854,9924,.6259619
"State House District HD-035 (2014), South Carolina","SC",45,"45-035",6054,22405,15218,.6792234
"State House District HD-036 (2014), South Carolina","SC",45,"45-036",5215,16517,10629,.6435188
"State House District HD-037 (2014), South Carolina","SC",45,"45-037",4305,14524,9559,.658152
"State House District HD-038 (2014), South Carolina","SC",45,"45-038",3292,17416,13533,.7770441
"State House District HD-039 (2014), South Carolina","SC",45,"45-039",4610,16879,11733,.6951241
"State House District HD-040 (2014), South Carolina","SC",45,"45-040",6217,16807,10017,.5960017
"State House District HD-041 (2014), South Carolina","SC",45,"45-041",10559,17242,6204,.3598191
"State House District HD-042 (2014), South Carolina","SC",45,"45-042",5769,15407,9214,.5980399
"State House District HD-043 (2014), South Carolina","SC",45,"45-043",5700,16249,10008,.6159148
"State House District HD-044 (2014), South Carolina","SC",45,"45-044",5522,14166,8276,.5842157
"State House District HD-046 (2014), South Carolina","SC",45,"45-046",7106,17742,9495,.5351708
"State House District HD-047 (2014), South Carolina","SC",45,"45-047",4880,18424,12669,.6876357
"State House District HD-049 (2014), South Carolina","SC",45,"45-049",8449,13668,4761,.3483319
"State House District HD-050 (2014), South Carolina","SC",45,"45-050",8917,15311,6044,.3947489
"State House District HD-051 (2014), South Carolina","SC",45,"45-051",10210,14271,3730,.2613692
"State House District HD-052 (2014), South Carolina","SC",45,"45-052",6618,17868,10556,.5907768
"State House District HD-058 (2014), South Carolina","SC",45,"45-058",4455,15868,10994,.6928409
"State House District HD-060 (2014), South Carolina","SC",45,"45-060",5500,15734,9871,.6273675
"State House District HD-061 (2014), South Carolina","SC",45,"45-061",7535,16481,8609,.5223591
"State House District HD-063 (2014), South Carolina","SC",45,"45-063",5717,16173,9742,.602362
"State House District HD-064 (2014), South Carolina","SC",45,"45-064",9096,17103,7697,.450038
"State House District HD-067 (2014), South Carolina","SC",45,"45-067",5459,15328,9278,.6052975
"State House District HD-068 (2014), South Carolina","SC",45,"45-068",4797,17108,11673,.6823124
"State House District HD-069 (2014), South Carolina","SC",45,"45-069",5777,18708,11625,.6213919
"State House District HD-070 (2014), South Carolina","SC",45,"45-070",10675,15245,4134,.2711709
"State House District HD-071 (2014), South Carolina","SC",45,"45-071",7888,22563,13251,.5872889
"State House District HD-072 (2014), South Carolina","SC",45,"45-072",8406,12153,2944,.2422447
"State House District HD-073 (2014), South Carolina","SC",45,"45-073",10608,13702,2530,.1846446
"State House District HD-074 (2014), South Carolina","SC",45,"45-074",12643,16041,2606,.1624587
"State House District HD-075 (2014), South Carolina","SC",45,"45-075",7722,16127,7299,.452595
"State House District HD-076 (2014), South Carolina","SC",45,"45-076",11000,14363,2837,.1975214
"State House District HD-077 (2014), South Carolina","SC",45,"45-077",14005,20838,6067,.2911508
"State House District HD-078 (2014), South Carolina","SC",45,"45-078",8253,15612,6501,.4164104
"State House District HD-080 (2014), South Carolina","SC",45,"45-080",9040,16406,6708,.4088748
"State House District HD-082 (2014), South Carolina","SC",45,"45-082",7624,13900,5929,.4265468
"State House District HD-083 (2014), South Carolina","SC",45,"45-083",5566,19171,12693,.6620938
"State House District HD-084 (2014), South Carolina","SC",45,"45-084",5324,16990,11099,.6532666
"State House District HD-085 (2014), South Carolina","SC",45,"45-085",6700,21321,13322,.62483
"State House District HD-087 (2014), South Carolina","SC",45,"45-087",4224,20421,14993,.7341952
"State House District HD-088 (2014), South Carolina","SC",45,"45-088",4285,16581,11406,.6878958
"State House District HD-089 (2014), South Carolina","SC",45,"45-089",5962,15505,8543,.5509835
"State House District HD-092 (2014), South Carolina","SC",45,"45-092",5297,15409,9211,.5977675
"State House District HD-093 (2014), South Carolina","SC",45,"45-093",8787,16421,7242,.4410206
"State House District HD-094 (2014), South Carolina","SC",45,"45-094",5740,16423,9623,.5859466
"State House District HD-095 (2014), South Carolina","SC",45,"45-095",10101,14645,4258,.2907477
"State House District HD-096 (2014), South Carolina","SC",45,"45-096",3583,14673,10486,.7146459
"State House District HD-097 (2014), South Carolina","SC",45,"45-097",6406,17293,10156,.5872896
"State House District HD-098 (2014), South Carolina","SC",45,"45-098",6860,17682,9687,.5478452
"State House District HD-099 (2014), South Carolina","SC",45,"45-099",7350,20793,12088,.5813495
"State House District HD-100 (2014), South Carolina","SC",45,"45-100",5980,19642,12732,.6482028
"State House District HD-102 (2014), South Carolina","SC",45,"45-102",8184,15135,6584,.4350182
"State House District HD-103 (2014), South Carolina","SC",45,"45-103",9962,17170,6837,.3981945
"State House District HD-106 (2014), South Carolina","SC",45,"45-106",6156,22844,15970,.6990895
"State House District HD-107 (2014), South Carolina","SC",45,"45-107",6243,17734,10876,.6132852
"State House District HD-108 (2014), South Carolina","SC",45,"45-108",7370,22316,14054,.6297724
"State House District HD-109 (2014), South Carolina","SC",45,"45-109",9378,13676,3742,.273618
"State House District HD-110 (2014), South Carolina","SC",45,"45-110",8342,19332,9413,.4869129
"State House District HD-111 (2014), South Carolina","SC",45,"45-111",11549,15332,2841,.1852987
"State House District HD-113 (2014), South Carolina","SC",45,"45-113",9750,14548,4032,.2771515
"State House District HD-115 (2014), South Carolina","SC",45,"45-115",10271,22988,10932,.4755525
"State House District HD-117 (2014), South Carolina","SC",45,"45-117",6448,14152,6778,.4789429
"State House District HD-118 (2014), South Carolina","SC",45,"45-118",7337,17923,9852,.5496848
"State House District HD-119 (2014), South Carolina","SC",45,"45-119",9780,20244,8813,.4353389
"State House District HD-120 (2014), South Carolina","SC",45,"45-120",6764,18396,10855,.5900739
"State House District HD-122 (2014), South Carolina","SC",45,"45-122",8431,14848,6126,.4125808
"State House District HD-123 (2014), South Carolina","SC",45,"45-123",8634,22058,12483,.5659171
"State House District HD-124 (2014), South Carolina","SC",45,"45-124",6358,16461,9246,.5616913
"State House District 1 (2014), Tennessee","TN",47,"47-001",4330,22073,16892,.7652789
"State House District 2 (2014), Tennessee","TN",47,"47-002",5829,26089,19068,.7308828
"State House District 3 (2014), Tennessee","TN",47,"47-003",3857,24375,19827,.8134154
"State House District 4 (2014), Tennessee","TN",47,"47-004",4265,24241,19172,.7908915
"State House District 5 (2014), Tennessee","TN",47,"47-005",3845,20903,16371,.783189
"State House District 6 (2014), Tennessee","TN",47,"47-006",6716,27062,19180,.7087429
"State House District 8 (2014), Tennessee","TN",47,"47-008",5773,26087,19176,.7350788
"State House District 9 (2014), Tennessee","TN",47,"47-009",3829,22968,18491,.8050766
"State House District 10 (2014), Tennessee","TN",47,"47-010",4075,20598,15857,.769832
"State House District 11 (2014), Tennessee","TN",47,"47-011",3496,21107,16972,.8040934
"State House District 12 (2014), Tennessee","TN",47,"47-012",4660,25746,20151,.7826847
"State House District 13 (2014), Tennessee","TN",47,"47-013",10412,22377,10415,.4654333
"State House District 14 (2014), Tennessee","TN",47,"47-014",11016,34722,21663,.6238984
"State House District 15 (2014), Tennessee","TN",47,"47-015",10151,16064,4850,.3019173
"State House District 16 (2014), Tennessee","TN",47,"47-016",6738,26121,18076,.6920103
"State House District 18 (2014), Tennessee","TN",47,"47-018",10782,26949,14240,.5284055
"State House District 19 (2014), Tennessee","TN",47,"47-019",5092,24322,18197,.7481704
"State House District 20 (2014), Tennessee","TN",47,"47-020",6327,25840,18267,.7069272
"State House District 21 (2014), Tennessee","TN",47,"47-021",5972,28150,21260,.7552398
"State House District 22 (2014), Tennessee","TN",47,"47-022",4280,26007,20912,.8040912
"State House District 24 (2014), Tennessee","TN",47,"47-024",4898,23228,17295,.7445755
"State House District 25 (2014), Tennessee","TN",47,"47-025",6143,30548,23606,.7727511
"State House District 26 (2014), Tennessee","TN",47,"47-026",10210,32122,20156,.6274827
"State House District 27 (2014), Tennessee","TN",47,"47-027",9458,29837,18681,.6261018
"State House District 28 (2014), Tennessee","TN",47,"47-028",17478,22430,3991,.1779313
"State House District 29 (2014), Tennessee","TN",47,"47-029",8847,29679,19500,.6570302
"State House District 30 (2014), Tennessee","TN",47,"47-030",9323,27156,16405,.6041023
"State House District 31 (2014), Tennessee","TN",47,"47-031",4422,23554,18383,.7804619
"State House District 32 (2014), Tennessee","TN",47,"47-032",5577,25813,19175,.7428427
"State House District 33 (2014), Tennessee","TN",47,"47-033",8122,25754,16266,.6315912
"State House District 34 (2014), Tennessee","TN",47,"47-034",9775,31236,19841,.6351966
"State House District 35 (2014), Tennessee","TN",47,"47-035",3312,20849,16976,.8142357
"State House District 36 (2014), Tennessee","TN",47,"47-036",3825,20599,16121,.7826108
"State House District 37 (2014), Tennessee","TN",47,"47-037",9198,25491,14998,.5883645
"State House District 39 (2014), Tennessee","TN",47,"47-039",6002,24565,17838,.7261551
"State House District 40 (2014), Tennessee","TN",47,"47-040",7157,29856,21694,.7266211
"State House District 42 (2014), Tennessee","TN",47,"47-042",6449,25155,17629,.700815
"State House District 45 (2014), Tennessee","TN",47,"47-045",7879,30976,21785,.7032864
"State House District 46 (2014), Tennessee","TN",47,"47-046",6930,27472,19361,.7047539
"State House District 47 (2014), Tennessee","TN",47,"47-047",5946,24892,17990,.7227222
"State House District 48 (2014), Tennessee","TN",47,"47-048",8987,26494,16143,.6093078
"State House District 49 (2014), Tennessee","TN",47,"47-049",8747,23474,13533,.5765102
"State House District 50 (2014), Tennessee","TN",47,"47-050",13096,29601,14997,.5066383
"State House District 51 (2014), Tennessee","TN",47,"47-051",17279,25650,6887,.268499
"State House District 52 (2014), Tennessee","TN",47,"47-052",13328,19805,5502,.2778086
"State House District 53 (2014), Tennessee","TN",47,"47-053",11988,22155,8618,.3889867
"State House District 54 (2014), Tennessee","TN",47,"47-054",20323,24954,3820,.1530817
"State House District 55 (2014), Tennessee","TN",47,"47-055",15879,25344,7698,.3037405
"State House District 56 (2014), Tennessee","TN",47,"47-056",16728,35428,16586,.4681608
"State House District 57 (2014), Tennessee","TN",47,"47-057",9020,36100,25406,.7037673
"State House District 59 (2014), Tennessee","TN",47,"47-059",11816,16850,4391,.2605935
"State House District 60 (2014), Tennessee","TN",47,"47-060",12338,27531,13600,.4939886
"State House District 61 (2014), Tennessee","TN",47,"47-061",10836,34731,22096,.6362039
"State House District 63 (2014), Tennessee","TN",47,"47-063",11084,39453,26325,.6672496
"State House District 64 (2014), Tennessee","TN",47,"47-064",7276,28467,20151,.7078723
"State House District 65 (2014), Tennessee","TN",47,"47-065",9094,30600,19792,.6467974
"State House District 66 (2014), Tennessee","TN",47,"47-066",6637,27062,19410,.7172419
"State House District 67 (2014), Tennessee","TN",47,"47-067",9120,19067,8675,.4549746
"State House District 68 (2014), Tennessee","TN",47,"47-068",8933,28581,18213,.6372415
"State House District 69 (2014), Tennessee","TN",47,"47-069",6747,22706,15208,.6697789
"State House District 70 (2014), Tennessee","TN",47,"47-070",5412,24399,18399,.7540883
"State House District 71 (2014), Tennessee","TN",47,"47-071",3555,22788,18624,.8172722
"State House District 72 (2014), Tennessee","TN",47,"47-072",4534,24108,18974,.7870417
"State House District 73 (2014), Tennessee","TN",47,"47-073",8304,27338,18306,.6696174
"State House District 74 (2014), Tennessee","TN",47,"47-074",6479,19974,12565,.6290678
"State House District 77 (2014), Tennessee","TN",47,"47-077",4622,23196,18062,.7786688
"State House District 78 (2014), Tennessee","TN",47,"47-078",6439,26172,18665,.7131667
"State House District 79 (2014), Tennessee","TN",47,"47-079",6513,25310,18191,.7187278
"State House District 81 (2014), Tennessee","TN",47,"47-081",5785,23396,16910,.7227731
"State House District 82 (2014), Tennessee","TN",47,"47-082",8070,20304,11879,.5850571
"State House District 83 (2014), Tennessee","TN",47,"47-083",12801,30037,15970,.5316776
"State House District 84 (2014), Tennessee","TN",47,"47-084",18463,21155,2291,.1082959
"State House District 85 (2014), Tennessee","TN",47,"47-085",21440,24729,2862,.1157346
"State House District 86 (2014), Tennessee","TN",47,"47-086",15581,21350,5190,.2430913
"State House District 87 (2014), Tennessee","TN",47,"47-087",17964,20729,2317,.1117758
"State House District 88 (2014), Tennessee","TN",47,"47-088",15771,20909,4587,.2193792
"State House District 89 (2014), Tennessee","TN",47,"47-089",8687,28777,18325,.6367933
"State House District 91 (2014), Tennessee","TN",47,"47-091",17052,19608,2111,.1076601
"State House District 92 (2014), Tennessee","TN",47,"47-092",5566,23588,17303,.733551
"State House District 93 (2014), Tennessee","TN",47,"47-093",14501,18978,3861,.2034461
"State House District 95 (2014), Tennessee","TN",47,"47-095",9887,34685,23523,.6781894
"State House District 96 (2014), Tennessee","TN",47,"47-096",14786,29238,13434,.4594705
"State House District 97 (2014), Tennessee","TN",47,"47-097",10782,25920,14040,.5416667
"State House District 98 (2014), Tennessee","TN",47,"47-098",13680,17049,2957,.1734413
"State House District 99 (2014), Tennessee","TN",47,"47-099",8919,30410,20418,.6714239
"State House District 1 (2014), Texas","TX",48,"48-001",14235,62554,46996,.7512869
"State House District 2 (2014), Texas","TX",48,"48-002",11705,66545,53090,.797806
"State House District 3 (2014), Texas","TX",48,"48-003",14664,68633,52023,.7579882
"State House District 4 (2014), Texas","TX",48,"48-004",14858,65456,48895,.7469903
"State House District 5 (2014), Texas","TX",48,"48-005",12848,63592,49425,.7772204
"State House District 6 (2014), Texas","TX",48,"48-006",17992,62272,42331,.6797758
"State House District 7 (2014), Texas","TX",48,"48-007",14057,57425,41973,.7309186
"State House District 8 (2014), Texas","TX",48,"48-008",11389,53932,41329,.7663168
"State House District 9 (2014), Texas","TX",48,"48-009",14914,67095,51080,.7613086
"State House District 10 (2014), Texas","TX",48,"48-010",17342,68811,49283,.7162082
"State House District 11 (2014), Texas","TX",48,"48-011",14250,58199,42365,.7279335
"State House District 12 (2014), Texas","TX",48,"48-012",17505,53791,34612,.6434534
"State House District 13 (2014), Texas","TX",48,"48-013",14688,71753,55378,.7717866
"State House District 14 (2014), Texas","TX",48,"48-014",19622,50592,27337,.5403423
"State House District 15 (2014), Texas","TX",48,"48-015",24253,84030,56038,.6668809
"State House District 16 (2014), Texas","TX",48,"48-016",12666,67371,52784,.7834825
"State House District 17 (2014), Texas","TX",48,"48-017",19452,57347,35568,.6202242
"State House District 18 (2014), Texas","TX",48,"48-018",12991,54218,39835,.7347191
