"","geography","stateabbrev","state","id2","clinton","total","trump","trump_percent"
"1877","General Assembly District 11 (2014), New Jersey","NJ","34","34-011",52069,100644,45320,0.4503001
"1878","General Assembly District 12 (2014), New Jersey","NJ","34","34-012",40963,103002,58720,0.570086
"1879","General Assembly District 13 (2014), New Jersey","NJ","34","34-013",47733,114788,63204,0.5506151
"1880","General Assembly District 14 (2014), New Jersey","NJ","34","34-014",57250,105738,44900,0.4246345
"1881","General Assembly District 15 (2014), New Jersey","NJ","34","34-015",63157,86216,20210,0.2344112
"1882","General Assembly District 16 (2014), New Jersey","NJ","34","34-016",59785,108363,44235,0.4082113
"1883","General Assembly District 17 (2014), New Jersey","NJ","34","34-017",58508,82836,21679,0.2617099
"1884","General Assembly District 18 (2014), New Jersey","NJ","34","34-018",53193,90731,34538,0.3806637
"1885","General Assembly District 19 (2014), New Jersey","NJ","34","34-019",49708,83442,31398,0.3762853
"1886","General Assembly District 20 (2014), New Jersey","NJ","34","34-020",58115,75135,15337,0.2041259
"1887","General Assembly District 21 (2014), New Jersey","NJ","34","34-021",60077,113618,49298,0.4338925
"1888","General Assembly District 22 (2014), New Jersey","NJ","34","34-022",57420,88899,28871,0.3247618
"1889","General Assembly District 23 (2014), New Jersey","NJ","34","34-023",43596,104260,56054,0.5376367
"1890","General Assembly District 24 (2014), New Jersey","NJ","34","34-024",35835,106009,65660,0.6193814
"1891","General Assembly District 25 (2014), New Jersey","NJ","34","34-025",51945,107800,51723,0.4798052
"1892","General Assembly District 26 (2014), New Jersey","NJ","34","34-026",48346,111540,59391,0.5324637
"1893","General Assembly District 27 (2014), New Jersey","NJ","34","34-027",71664,114214,39276,0.3438808
"1894","General Assembly District 28 (2014), New Jersey","NJ","34","34-028",69240,86483,15460,0.1787634
"1895","General Assembly District 29 (2014), New Jersey","NJ","34","34-029",53421,63929,9307,0.1455834
"1896","General Assembly District 30 (2014), New Jersey","NJ","34","34-030",31903,96124,61323,0.6379572
"1897","General Assembly District 31 (2014), New Jersey","NJ","34","34-031",59123,76955,15889,0.2064713
"1898","General Assembly District 32 (2014), New Jersey","NJ","34","34-032",49241,71152,20012,0.281257
"1899","General Assembly District 33 (2014), New Jersey","NJ","34","34-033",60907,79188,15489,0.1955978
"1900","General Assembly District 34 (2014), New Jersey","NJ","34","34-034",70485,88529,15960,0.1802799
"1901","General Assembly District 35 (2014), New Jersey","NJ","34","34-035",56493,73699,15778,0.214087
"1902","General Assembly District 36 (2014), New Jersey","NJ","34","34-036",46012,81170,32791,0.4039793
"1903","General Assembly District 37 (2014), New Jersey","NJ","34","34-037",63260,90488,24932,0.2755283
"1904","General Assembly District 38 (2014), New Jersey","NJ","34","34-038",55423,104217,45668,0.4382011
"1905","General Assembly District 39 (2014), New Jersey","NJ","34","34-039",53221,114872,57874,0.503813
"1906","General Assembly District 40 (2014), New Jersey","NJ","34","34-040",50552,112500,58442,0.5194845
"1907","State House District 1 (2014), New Mexico","NM","35","35-001",2354,13051,9463,0.7250785
"1908","State House District 2 (2014), New Mexico","NM","35","35-002",1910,8697,5840,0.6714959
"1909","State House District 6 (2014), New Mexico","NM","35","35-006",5415,9234,2630,0.284817
"1910","State House District 8 (2014), New Mexico","NM","35","35-008",4502,12002,5953,0.4960007
"1911","State House District 9 (2014), New Mexico","NM","35","35-009",4873,7941,1915,0.2411535
"1912","State House District 10 (2014), New Mexico","NM","35","35-010",4611,8099,2528,0.3121373
"1913","State House District 11 (2014), New Mexico","NM","35","35-011",9216,13221,2441,0.1846305
"1914","State House District 12 (2014), New Mexico","NM","35","35-012",4468,7270,2013,0.2768913
"1915","State House District 14 (2014), New Mexico","NM","35","35-014",5387,8241,1914,0.2322534
"1916","State House District 15 (2014), New Mexico","NM","35","35-015",6904,14256,5537,0.3883979
"1917","State House District 16 (2014), New Mexico","NM","35","35-016",6666,12295,4065,0.3306222
"1918","State House District 17 (2014), New Mexico","NM","35","35-017",7046,12152,3601,0.2963298
"1919","State House District 18 (2014), New Mexico","NM","35","35-018",9369,12714,1734,0.1363851
"1920","State House District 19 (2014), New Mexico","NM","35","35-019",7649,11294,2264,0.2004604
"1921","State House District 20 (2014), New Mexico","NM","35","35-020",6036,13399,5511,0.4112993
"1922","State House District 21 (2014), New Mexico","NM","35","35-021",3682,6823,2123,0.3111534
"1923","State House District 22 (2014), New Mexico","NM","35","35-022",7127,17671,8235,0.4660178
"1924","State House District 23 (2014), New Mexico","NM","35","35-023",7037,14703,5839,0.3971298
"1925","State House District 25 (2014), New Mexico","NM","35","35-025",7820,13713,3951,0.2881207
"1926","State House District 26 (2014), New Mexico","NM","35","35-026",4053,7353,2367,0.3219094
"1927","State House District 27 (2014), New Mexico","NM","35","35-027",7153,16307,6952,0.42632
"1928","State House District 28 (2014), New Mexico","NM","35","35-028",6751,15589,6590,0.422734
"1929","State House District 30 (2014), New Mexico","NM","35","35-030",6475,13560,5019,0.3701327
"1930","State House District 31 (2014), New Mexico","NM","35","35-031",7736,18516,8500,0.4590624
"1931","State House District 32 (2014), New Mexico","NM","35","35-032",3958,9016,4268,0.4733807
"1932","State House District 33 (2014), New Mexico","NM","35","35-033",5850,10524,3369,0.3201254
"1933","State House District 34 (2014), New Mexico","NM","35","35-034",5045,7804,2223,0.2848539
"1934","State House District 36 (2014), New Mexico","NM","35","35-036",4875,9878,3880,0.3927921
"1935","State House District 37 (2014), New Mexico","NM","35","35-037",7171,14539,5770,0.3968636
"1936","State House District 38 (2014), New Mexico","NM","35","35-038",5354,13427,6700,0.4989946
"1937","State House District 40 (2014), New Mexico","NM","35","35-040",7285,12081,3502,0.2898767
"1938","State House District 42 (2014), New Mexico","NM","35","35-042",9279,13313,2441,0.1833546
"1939","State House District 43 (2014), New Mexico","NM","35","35-043",7543,14610,4660,0.3189596
"1940","State House District 44 (2014), New Mexico","NM","35","35-044",6386,16430,7909,0.4813755
"1941","State House District 45 (2014), New Mexico","NM","35","35-045",8901,12417,2371,0.1909479
"1942","State House District 46 (2014), New Mexico","NM","35","35-046",10846,14876,2648,0.1780048
"1943","State House District 47 (2014), New Mexico","NM","35","35-047",13745,18203,3086,0.1695325
"1944","State House District 48 (2014), New Mexico","NM","35","35-048",10346,13601,2049,0.1506507
"1945","State House District 49 (2014), New Mexico","NM","35","35-049",4512,11405,5478,0.4803157
"1946","State House District 50 (2014), New Mexico","NM","35","35-050",7170,14535,5912,0.4067423
"1947","State House District 51 (2014), New Mexico","NM","35","35-051",3030,10232,6152,0.601251
"1948","State House District 52 (2014), New Mexico","NM","35","35-052",5028,8101,2413,0.2978645
"1949","State House District 53 (2014), New Mexico","NM","35","35-053",2720,5621,2357,0.4193204
"1950","State House District 55 (2014), New Mexico","NM","35","35-055",2849,11700,7946,0.6791453
"1951","State House District 56 (2014), New Mexico","NM","35","35-056",3010,10304,6296,0.6110249
"1952","State House District 60 (2014), New Mexico","NM","35","35-060",5230,13435,6361,0.4734648
"1953","State House District 61 (2014), New Mexico","NM","35","35-061",1853,6187,3875,0.6263132
"1954","State House District 62 (2014), New Mexico","NM","35","35-062",1746,9492,7074,0.7452592
"1955","State House District 63 (2014), New Mexico","NM","35","35-063",2706,7372,3779,0.5126153
"1956","State House District 64 (2014), New Mexico","NM","35","35-064",1942,9405,6653,0.7073897
"1957","State House District 65 (2014), New Mexico","NM","35","35-065",5940,8836,1494,0.169081
"1958","State House District 66 (2014), New Mexico","NM","35","35-066",2159,10241,7163,0.6994434
"1959","State House District 67 (2014), New Mexico","NM","35","35-067",3113,11142,6956,0.6243044
"1960","State House District 68 (2014), New Mexico","NM","35","35-068",6012,13801,5922,0.4290994
"1961","Assembly District 1 (2014), Nevada","NV","32","32-001",16117,29379,11504,0.3915722
"1962","Assembly District 2 (2014), Nevada","NV","32","32-002",15220,33171,16101,0.4853939
"1963","Assembly District 3 (2014), Nevada","NV","32","32-003",11728,19445,6508,0.3346876
"1964","Assembly District 4 (2014), Nevada","NV","32","32-004",14677,33407,16573,0.4960936
"1965","Assembly District 5 (2014), Nevada","NV","32","32-005",13203,26508,11730,0.4425079
"1966","Assembly District 6 (2014), Nevada","NV","32","32-006",12667,15181,1871,0.1232462
"1967","Assembly District 7 (2014), Nevada","NV","32","32-007",15234,22209,5872,0.2643973
"1968","Assembly District 8 (2014), Nevada","NV","32","32-008",12972,23405,9098,0.3887204
"1969","Assembly District 9 (2014), Nevada","NV","32","32-009",15381,29402,12408,0.4220121
"1970","Assembly District 10 (2014), Nevada","NV","32","32-010",11226,18556,6268,0.3377883
"1971","Assembly District 11 (2014), Nevada","NV","32","32-011",8836,11504,2057,0.1788074
"1972","Assembly District 12 (2014), Nevada","NV","32","32-012",14366,27061,11159,0.4123647
"1973","Assembly District 13 (2014), Nevada","NV","32","32-013",12569,32035,17403,0.5432495
"1974","Assembly District 14 (2014), Nevada","NV","32","32-014",11438,17039,4655,0.2731968
"1975","Assembly District 15 (2014), Nevada","NV","32","32-015",11616,18469,5801,0.3140939
"1976","Assembly District 16 (2014), Nevada","NV","32","32-016",10071,15958,4963,0.3110039
"1977","Assembly District 17 (2014), Nevada","NV","32","32-017",15874,25289,7845,0.3102139
"1978","Assembly District 18 (2014), Nevada","NV","32","32-018",13201,22463,7799,0.3471932
"1979","Assembly District 19 (2014), Nevada","NV","32","32-019",10582,27430,15162,0.5527524
"1980","Assembly District 20 (2014), Nevada","NV","32","32-020",13366,24059,9130,0.3794838
"1981","Assembly District 21 (2014), Nevada","NV","32","32-021",13397,27131,12006,0.4425196
"1982","Assembly District 22 (2014), Nevada","NV","32","32-022",15139,35537,18276,0.5142809
"1983","Assembly District 23 (2014), Nevada","NV","32","32-023",14011,39109,23033,0.5889437
"1984","Assembly District 24 (2014), Nevada","NV","32","32-024",14924,23735,6655,0.2803876
"1985","Assembly District 25 (2014), Nevada","NV","32","32-025",17024,38767,18618,0.4802538
"1986","Assembly District 26 (2014), Nevada","NV","32","32-026",16708,39872,19849,0.497818
"1987","Assembly District 27 (2014), Nevada","NV","32","32-027",14683,28564,11234,0.3932922
"1988","Assembly District 28 (2014), Nevada","NV","32","32-028",9551,12669,2496,0.1970163
"1989","Assembly District 29 (2014), Nevada","NV","32","32-029",14157,30537,14348,0.4698562
"1990","Assembly District 30 (2014), Nevada","NV","32","32-030",13072,25147,10000,0.3976617
"1991","Assembly District 31 (2014), Nevada","NV","32","32-031",14148,33073,16100,0.4868019
"1992","Assembly District 32 (2014), Nevada","NV","32","32-032",7612,28807,18869,0.6550144
"1993","Assembly District 33 (2014), Nevada","NV","32","32-033",4399,24669,18136,0.7351737
"1994","Assembly District 34 (2014), Nevada","NV","32","32-034",14717,27121,10784,0.3976254
"1995","Assembly District 35 (2014), Nevada","NV","32","32-035",16632,32770,14225,0.4340861
"1996","Assembly District 36 (2014), Nevada","NV","32","32-036",9070,29814,18946,0.6354733
"1997","Assembly District 37 (2014), Nevada","NV","32","32-037",15010,32808,16066,0.4896976
"1998","Assembly District 38 (2014), Nevada","NV","32","32-038",6372,27816,19403,0.6975482
"1999","Assembly District 39 (2014), Nevada","NV","32","32-039",11190,37327,23463,0.6285799
"2000","Assembly District 40 (2014), Nevada","NV","32","32-040",11946,31511,16788,0.5327663
"2001","Assembly District 41 (2014), Nevada","NV","32","32-041",14108,27849,12141,0.4359582
"2002","Assembly District 42 (2014), Nevada","NV","32","32-042",11048,18780,6713,0.3574547
"2003","Assembly District 1 (2014), New York","NY","36","36-001",30429,62481,29931,0.4790416
"2004","Assembly District 2 (2014), New York","NY","36","36-002",25228,65246,37899,0.5808632
"2005","Assembly District 3 (2014), New York","NY","36","36-003",21764,52090,28492,0.5469764
"2006","Assembly District 4 (2014), New York","NY","36","36-004",28608,59011,28354,0.4804867
"2007","Assembly District 5 (2014), New York","NY","36","36-005",21414,58888,35571,0.604045
"2008","Assembly District 6 (2014), New York","NY","36","36-006",25595,35073,8503,0.2424372
"2009","Assembly District 7 (2014), New York","NY","36","36-007",24689,63173,36204,0.5730929
"2010","Assembly District 8 (2014), New York","NY","36","36-008",24724,68328,41525,0.6077304
"2011","Assembly District 9 (2014), New York","NY","36","36-009",24194,65622,39345,0.5995703
"2012","Assembly District 10 (2014), New York","NY","36","36-010",31785,61027,27369,0.4484736
"2013","Assembly District 11 (2014), New York","NY","36","36-011",26718,48577,20505,0.4221134
"2014","Assembly District 12 (2014), New York","NY","36","36-012",28806,65470,34484,0.5267145
"2015","Assembly District 13 (2014), New York","NY","36","36-013",36344,59794,21956,0.367194
"2016","Assembly District 14 (2014), New York","NY","36","36-014",29013,70153,39036,0.5564409
"2017","Assembly District 15 (2014), New York","NY","36","36-015",28166,62806,32726,0.5210649
"2018","Assembly District 16 (2014), New York","NY","36","36-016",35383,62131,25090,0.4038242
"2019","Assembly District 17 (2014), New York","NY","36","36-017",25136,64263,37183,0.5786067
"2020","Assembly District 18 (2014), New York","NY","36","36-018",40111,45745,4763,0.1041207
"2021","Assembly District 19 (2014), New York","NY","36","36-019",26990,62383,33389,0.5352259
"2022","Assembly District 20 (2014), New York","NY","36","36-020",28857,61400,30846,0.5023779
"2023","Assembly District 21 (2014), New York","NY","36","36-021",34051,65498,29520,0.4507008
"2024","Assembly District 22 (2014), New York","NY","36","36-022",38100,59627,19904,0.3338085
"2025","Assembly District 23 (2014), New York","NY","36","36-023",22552,42276,18768,0.4439398
"2026","Assembly District 24 (2014), New York","NY","36","36-024",30136,39363,8441,0.21444
"2027","Assembly District 25 (2014), New York","NY","36","36-025",22067,34091,11100,0.3255991
"2028","Assembly District 26 (2014), New York","NY","36","36-026",26655,46729,18836,0.4030901
"2029","Assembly District 27 (2014), New York","NY","36","36-027",24432,37306,11804,0.3164102
"2030","Assembly District 28 (2014), New York","NY","36","36-028",28766,44698,14545,0.325406
"2031","Assembly District 29 (2014), New York","NY","36","36-029",42122,44911,2172,0.0483623
"2032","Assembly District 30 (2014), New York","NY","36","36-030",26009,39236,12057,0.3072943
"2033","Assembly District 31 (2014), New York","NY","36","36-031",32718,36050,2828,0.0784466
"2034","Assembly District 32 (2014), New York","NY","36","36-032",40512,42760,1716,0.040131
"2035","Assembly District 33 (2014), New York","NY","36","36-033",42311,48183,5091,0.1056597
"2036","Assembly District 34 (2014), New York","NY","36","36-034",25507,31406,5063,0.1612112
"2037","Assembly District 35 (2014), New York","NY","36","36-035",23512,28147,4055,0.1440651
"2038","Assembly District 36 (2014), New York","NY","36","36-036",34318,44219,8305,0.1878152
"2039","Assembly District 37 (2014), New York","NY","36","36-037",33393,41031,6317,0.1539568
"2040","Assembly District 38 (2014), New York","NY","36","36-038",24632,32288,6766,0.2095515
"2041","Assembly District 39 (2014), New York","NY","36","36-039",20635,25005,3844,0.1537293
"2042","Assembly District 40 (2014), New York","NY","36","36-040",16943,25208,7633,0.3028007
"2043","Assembly District 41 (2014), New York","NY","36","36-041",23726,39302,14745,0.3751718
"2044","Assembly District 42 (2014), New York","NY","36","36-042",35437,40558,4336,0.1069086
"2045","Assembly District 43 (2014), New York","NY","36","36-043",39275,43882,3591,0.0818331
"2046","Assembly District 44 (2014), New York","NY","36","36-044",34664,44242,8262,0.1867456
"2047","Assembly District 45 (2014), New York","NY","36","36-045",11469,29467,17286,0.5866223
"2048","Assembly District 46 (2014), New York","NY","36","36-046",20481,39200,17630,0.4497449
"2049","Assembly District 47 (2014), New York","NY","36","36-047",13939,26451,11825,0.447053
"2050","Assembly District 48 (2014), New York","NY","36","36-048",7237,25578,17736,0.6934084
"2051","Assembly District 49 (2014), New York","NY","36","36-049",11667,20563,8299,0.403589
"2052","Assembly District 50 (2014), New York","NY","36","36-050",32718,39128,5120,0.1308526
"2053","Assembly District 51 (2014), New York","NY","36","36-051",24990,30102,4204,0.1396585
"2054","Assembly District 52 (2014), New York","NY","36","36-052",61053,66425,3538,0.0532631
"2055","Assembly District 53 (2014), New York","NY","36","36-053",36757,40365,2449,0.0606714
"2056","Assembly District 54 (2014), New York","NY","36","36-054",30785,33322,1787,0.0536282
"2057","Assembly District 55 (2014), New York","NY","36","36-055",36396,37854,910,0.0240397
"2058","Assembly District 56 (2014), New York","NY","36","36-056",42821,44815,936,0.0208859
"2059","Assembly District 57 (2014), New York","NY","36","36-057",56085,58907,1291,0.0219159
"2060","Assembly District 58 (2014), New York","NY","36","36-058",41247,42892,1153,0.0268815
"2061","Assembly District 59 (2014), New York","NY","36","36-059",34116,45623,10785,0.2363939
"2062","Assembly District 60 (2014), New York","NY","36","36-060",39373,41331,1522,0.0368247
"2063","Assembly District 61 (2014), New York","NY","36","36-061",27998,42372,13198,0.3114793
"2064","Assembly District 62 (2014), New York","NY","36","36-062",12852,54735,40776,0.7449712
"2065","Assembly District 63 (2014), New York","NY","36","36-063",21161,47421,25118,0.529681
"2066","Assembly District 64 (2014), New York","NY","36","36-064",18449,45756,25984,0.5678818
"2067","Assembly District 65 (2014), New York","NY","36","36-065",36564,44308,6344,0.1431796
"2068","Assembly District 66 (2014), New York","NY","36","36-066",53275,60093,4850,0.0807082
"2069","Assembly District 67 (2014), New York","NY","36","36-067",56949,65513,6767,0.1032925
"2070","Assembly District 68 (2014), New York","NY","36","36-068",42852,46876,2949,0.0629107
"2071","Assembly District 69 (2014), New York","NY","36","36-069",55668,61293,3886,0.0634004
"2072","Assembly District 70 (2014), New York","NY","36","36-070",50792,53588,1512,0.0282153
"2073","Assembly District 71 (2014), New York","NY","36","36-071",48564,52490,2620,0.0499143
"2074","Assembly District 72 (2014), New York","NY","36","36-072",42009,46303,3207,0.0692612
"2075","Assembly District 73 (2014), New York","NY","36","36-073",47749,60448,10859,0.179642
"2076","Assembly District 74 (2014), New York","NY","36","36-074",46021,53886,6044,0.1121627
"2077","Assembly District 75 (2014), New York","NY","36","36-075",51549,59631,6360,0.1066559
"2078","Assembly District 76 (2014), New York","NY","36","36-076",47021,58363,9532,0.1633227
"2079","Assembly District 77 (2014), New York","NY","36","36-077",32194,34031,1425,0.0418736
"2080","Assembly District 78 (2014), New York","NY","36","36-078",25826,28306,1953,0.068996
"2081","Assembly District 79 (2014), New York","NY","36","36-079",35334,37276,1498,0.0401867
"2082","Assembly District 80 (2014), New York","NY","36","36-080",28815,35174,5587,0.1588389
"2083","Assembly District 81 (2014), New York","NY","36","36-081",36429,44928,7279,0.1620148
"2084","Assembly District 82 (2014), New York","NY","36","36-082",33166,45468,11370,0.250066
"2085","Assembly District 83 (2014), New York","NY","36","36-083",37794,39610,1361,0.03436
"2086","Assembly District 84 (2014), New York","NY","36","36-084",31230,33299,1612,0.0484099
"2087","Assembly District 85 (2014), New York","NY","36","36-085",29965,32035,1638,0.0511316
"2088","Assembly District 86 (2014), New York","NY","36","36-086",28572,30412,1423,0.0467907
"2089","Assembly District 87 (2014), New York","NY","36","36-087",34321,37557,2651,0.070586
"2090","Assembly District 88 (2014), New York","NY","36","36-088",42092,64388,20262,0.314686
"2091","Assembly District 89 (2014), New York","NY","36","36-089",37341,45071,6834,0.1516274
"2092","Assembly District 90 (2014), New York","NY","36","36-090",30570,50551,18762,0.3711499
"2093","Assembly District 91 (2014), New York","NY","36","36-091",34901,51577,15080,0.2923784
"2094","Assembly District 92 (2014), New York","NY","36","36-092",44590,66102,19572,0.2960879
"2095","Assembly District 93 (2014), New York","NY","36","36-093",40425,63872,21234,0.3324461
"2096","Assembly District 94 (2014), New York","NY","36","36-094",27963,66471,36254,0.5454108
"2097","Assembly District 95 (2014), New York","NY","36","36-095",34410,56683,20264,0.3574969
"2098","Assembly District 96 (2014), New York","NY","36","36-096",33909,62807,27195,0.4329931
"2099","Assembly District 97 (2014), New York","NY","36","36-097",30245,53896,22170,0.4113478
"2100","Assembly District 98 (2014), New York","NY","36","36-098",18802,50805,29996,0.5904143
"2101","Assembly District 99 (2014), New York","NY","36","36-099",25691,60394,32391,0.5363281
"2102","Assembly District 100 (2014), New York","NY","36","36-100",24236,50134,23956,0.4778394
"2103","Assembly District 101 (2014), New York","NY","36","36-101",21263,57329,33045,0.5764098
"2104","Assembly District 102 (2014), New York","NY","36","36-102",21676,60186,35276,0.5861164
"2105","Assembly District 103 (2014), New York","NY","36","36-103",38673,66385,24090,0.3628832
"2106","Assembly District 104 (2014), New York","NY","36","36-104",26377,45357,17144,0.3779791
"2107","Assembly District 105 (2014), New York","NY","36","36-105",25334,62999,35128,0.5575961
"2108","Assembly District 106 (2014), New York","NY","36","36-106",28325,58385,27366,0.4687163
"2109","Assembly District 107 (2014), New York","NY","36","36-107",29261,65175,32003,0.4910318
"2110","Assembly District 108 (2014), New York","NY","36","36-108",28072,45580,15017,0.3294647
"2111","Assembly District 109 (2014), New York","NY","36","36-109",42014,65498,19895,0.3037497
"2112","Assembly District 110 (2014), New York","NY","36","36-110",35319,63428,24780,0.3906792
"2113","Assembly District 111 (2014), New York","NY","36","36-111",20811,50177,26727,0.5326544
"2114","Assembly District 112 (2014), New York","NY","36","36-112",32069,71355,34923,0.4894261
"2115","Assembly District 113 (2014), New York","NY","36","36-113",28680,62764,30014,0.4782041
"2116","Assembly District 114 (2014), New York","NY","36","36-114",24443,59587,31263,0.5246614
"2117","Assembly District 115 (2014), New York","NY","36","36-115",23111,50122,23889,0.4766171
"2118","Assembly District 116 (2014), New York","NY","36","36-116",19928,47105,24336,0.516633
"2119","Assembly District 117 (2014), New York","NY","36","36-117",15046,47379,29599,0.6247283
"2120","Assembly District 118 (2014), New York","NY","36","36-118",17241,54857,34732,0.633137
"2121","Assembly District 119 (2014), New York","NY","36","36-119",18407,44848,24148,0.5384409
"2122","Assembly District 120 (2014), New York","NY","36","36-120",20704,55789,31826,0.5704709
"2123","Assembly District 121 (2014), New York","NY","36","36-121",21394,53655,28587,0.5327929
"2124","Assembly District 122 (2014), New York","NY","36","36-122",19458,56226,33611,0.5977839
"2125","Assembly District 123 (2014), New York","NY","36","36-123",28293,54166,22726,0.4195621
"2126","Assembly District 124 (2014), New York","NY","36","36-124",20974,55929,31860,0.5696508
"2127","Assembly District 125 (2014), New York","NY","36","36-125",34677,54039,15762,0.2916782
"2128","Assembly District 126 (2014), New York","NY","36","36-126",27250,63237,32088,0.5074245
"2129","Assembly District 127 (2014), New York","NY","36","36-127",32691,68314,31584,0.4623357
"2130","Assembly District 128 (2014), New York","NY","36","36-128",33568,53758,17477,0.3251051
"2131","Assembly District 129 (2014), New York","NY","36","36-129",27562,44595,14552,0.3263146
"2132","Assembly District 130 (2014), New York","NY","36","36-130",19468,55748,32916,0.5904427
"2133","Assembly District 131 (2014), New York","NY","36","36-131",26381,61793,31443,0.508844
"2134","Assembly District 132 (2014), New York","NY","36","36-132",19269,57480,34799,0.6054106
"2135","Assembly District 133 (2014), New York","NY","36","36-133",27245,65399,34441,0.5266289
"2136","Assembly District 134 (2014), New York","NY","36","36-134",26418,65638,35952,0.5477315
"2137","Assembly District 135 (2014), New York","NY","36","36-135",36907,75215,33982,0.4517982
"2138","Assembly District 136 (2014), New York","NY","36","36-136",39458,62179,19333,0.3109249
"2139","Assembly District 137 (2014), New York","NY","36","36-137",33425,43957,8977,0.2042223
"2140","Assembly District 138 (2014), New York","NY","36","36-138",32917,54730,18356,0.3353919
"2141","Assembly District 139 (2014), New York","NY","36","36-139",16968,56194,35862,0.638182
"2142","Assembly District 140 (2014), New York","NY","36","36-140",28794,58224,26390,0.4532495
"2143","Assembly District 141 (2014), New York","NY","36","36-141",42666,48728,4801,0.0985265
"2144","Assembly District 142 (2014), New York","NY","36","36-142",27211,60942,30818,0.5056939
"2145","Assembly District 143 (2014), New York","NY","36","36-143",26789,61788,32215,0.5213795
"2146","Assembly District 144 (2014), New York","NY","36","36-144",21182,62949,38766,0.6158319
"2147","Assembly District 145 (2014), New York","NY","36","36-145",23570,56133,30201,0.5380257
"2148","Assembly District 146 (2014), New York","NY","36","36-146",32847,63516,27733,0.4366301
"2149","Assembly District 147 (2014), New York","NY","36","36-147",20410,66215,42570,0.6429057
"2150","Assembly District 148 (2014), New York","NY","36","36-148",14599,50763,33412,0.6581959
"2151","Assembly District 149 (2014), New York","NY","36","36-149",32051,55153,20434,0.3704966
"2152","Assembly District 150 (2014), New York","NY","36","36-150",19091,53645,31594,0.5889459
"2153","State House District 1 (2014), Ohio","OH","39","39-001",15031,49616,32270,0.650395
"2154","State House District 2 (2014), Ohio","OH","39","39-002",16085,55052,36590,0.6646444
"2155","State House District 3 (2014), Ohio","OH","39","39-003",27318,64113,32498,0.5068863
"2156","State House District 4 (2014), Ohio","OH","39","39-004",13294,45815,30487,0.6654371
"2157","State House District 5 (2014), Ohio","OH","39","39-005",12432,46057,31676,0.6877565
"2158","State House District 6 (2014), Ohio","OH","39","39-006",35150,71240,33552,0.4709714
"2159","State House District 7 (2014), Ohio","OH","39","39-007",26919,61454,31982,0.5204218
"2160","State House District 8 (2014), Ohio","OH","39","39-008",46519,57342,9543,0.1664225
"2161","State House District 9 (2014), Ohio","OH","39","39-009",54183,62474,6817,0.1091174
"2162","State House District 10 (2014), Ohio","OH","39","39-010",37938,44221,5095,0.1152168
"2163","State House District 11 (2014), Ohio","OH","39","39-011",35869,42707,5950,0.1393214
"2164","State House District 12 (2014), Ohio","OH","39","39-012",46513,56713,9022,0.1590817
"2165","State House District 13 (2014), Ohio","OH","39","39-013",32892,45096,10173,0.2255854
"2166","State House District 14 (2014), Ohio","OH","39","39-014",26489,49409,20766,0.4202878
"2167","State House District 15 (2014), Ohio","OH","39","39-015",22556,46480,21795,0.4689113
"2168","State House District 16 (2014), Ohio","OH","39","39-016",33243,65459,29516,0.4509082
"2169","State House District 17 (2014), Ohio","OH","39","39-017",20166,37804,15782,0.4174691
"2170","State House District 18 (2014), Ohio","OH","39","39-018",44780,60838,12631,0.207617
"2171","State House District 19 (2014), Ohio","OH","39","39-019",35059,67623,29035,0.4293658
"2172","State House District 20 (2014), Ohio","OH","39","39-020",31254,57742,23877,0.4135118
"2173","State House District 21 (2014), Ohio","OH","39","39-021",36637,67639,27486,0.4063632
"2174","State House District 22 (2014), Ohio","OH","39","39-022",36981,55075,15278,0.2774035
"2175","State House District 23 (2014), Ohio","OH","39","39-023",25274,57349,28992,0.5055363
"2176","State House District 24 (2014), Ohio","OH","39","39-024",36243,68620,28833,0.4201836
"2177","State House District 25 (2014), Ohio","OH","39","39-025",42298,51449,7437,0.1445509
"2178","State House District 26 (2014), Ohio","OH","39","39-026",42505,54087,9979,0.1844991
"2179","State House District 27 (2014), Ohio","OH","39","39-027",29071,65787,33210,0.504811
"2180","State House District 28 (2014), Ohio","OH","39","39-028",32546,65437,29803,0.4554457
"2181","State House District 29 (2014), Ohio","OH","39","39-029",18165,55664,35229,0.6328866
"2182","State House District 30 (2014), Ohio","OH","39","39-030",17443,59195,38953,0.6580455
"2183","State House District 31 (2014), Ohio","OH","39","39-031",37276,54012,14050,0.2601274
"2184","State House District 32 (2014), Ohio","OH","39","39-032",39752,51640,10016,0.1939582
"2185","State House District 33 (2014), Ohio","OH","39","39-033",41466,55783,12404,0.2223617
"2186","State House District 35 (2014), Ohio","OH","39","39-035",21956,40156,16392,0.408208
"2187","State House District 36 (2014), Ohio","OH","39","39-036",25615,58433,30036,0.5140246
"2188","State House District 37 (2014), Ohio","OH","39","39-037",31734,65813,31313,0.4757875
"2189","State House District 38 (2014), Ohio","OH","39","39-038",23736,60136,33796,0.5619928
"2190","State House District 39 (2014), Ohio","OH","39","39-039",33258,42971,8035,0.1869866
"2191","State House District 40 (2014), Ohio","OH","39","39-040",21077,56291,32774,0.5822245
"2192","State House District 41 (2014), Ohio","OH","39","39-041",25805,62542,33264,0.5318666
"2193","State House District 42 (2014), Ohio","OH","39","39-042",20465,58843,35601,0.6050168
"2194","State House District 43 (2014), Ohio","OH","39","39-043",25736,57404,29681,0.5170546
