"","geography","stateabbrev","state","id2","clinton","total","trump","trump_percent"
"2195","State House District 44 (2014), Ohio","OH","39","39-044",35297,45094,7952,0.1763428
"2196","State House District 45 (2014), Ohio","OH","39","39-045",25579,46762,18176,0.3886917
"2197","State House District 46 (2014), Ohio","OH","39","39-046",28396,54625,23196,0.4246407
"2198","State House District 47 (2014), Ohio","OH","39","39-047",25275,64529,35757,0.5541229
"2199","State House District 48 (2014), Ohio","OH","39","39-048",23308,59995,33906,0.5651471
"2200","State House District 49 (2014), Ohio","OH","39","39-049",22822,45116,20060,0.4446316
"2201","State House District 50 (2014), Ohio","OH","39","39-050",17458,54180,34306,0.6331857
"2202","State House District 51 (2014), Ohio","OH","39","39-051",16645,48006,29212,0.6085073
"2203","State House District 52 (2014), Ohio","OH","39","39-052",22638,65797,40200,0.6109701
"2204","State House District 53 (2014), Ohio","OH","39","39-053",17184,53875,34500,0.6403712
"2205","State House District 54 (2014), Ohio","OH","39","39-054",20450,58174,34870,0.5994087
"2206","State House District 55 (2014), Ohio","OH","39","39-055",25114,54521,26773,0.4910585
"2207","State House District 56 (2014), Ohio","OH","39","39-056",29560,52749,20824,0.3947752
"2208","State House District 57 (2014), Ohio","OH","39","39-057",19467,57812,35447,0.6131426
"2209","State House District 58 (2014), Ohio","OH","39","39-058",32132,50211,16455,0.327717
"2210","State House District 59 (2014), Ohio","OH","39","39-059",25249,64697,37161,0.5743852
"2211","State House District 60 (2014), Ohio","OH","39","39-060",22956,52734,27206,0.51591
"2212","State House District 61 (2014), Ohio","OH","39","39-061",23441,63219,37049,0.5860422
"2213","State House District 63 (2014), Ohio","OH","39","39-063",23883,54067,28064,0.5190597
"2214","State House District 65 (2014), Ohio","OH","39","39-065",18357,63473,42013,0.6619035
"2215","State House District 66 (2014), Ohio","OH","39","39-066",12711,54868,40078,0.730444
"2216","State House District 67 (2014), Ohio","OH","39","39-067",27276,68496,37819,0.5521345
"2217","State House District 68 (2014), Ohio","OH","39","39-068",21767,63671,38880,0.6106391
"2218","State House District 69 (2014), Ohio","OH","39","39-069",22472,63664,38296,0.6015331
"2219","State House District 70 (2014), Ohio","OH","39","39-070",16365,56464,37392,0.6622273
"2220","State House District 71 (2014), Ohio","OH","39","39-071",20712,57149,33624,0.5883567
"2221","State House District 72 (2014), Ohio","OH","39","39-072",14815,55841,38630,0.6917856
"2222","State House District 73 (2014), Ohio","OH","39","39-073",22004,58559,33296,0.568589
"2223","State House District 74 (2014), Ohio","OH","39","39-074",14908,50942,33788,0.6632641
"2224","State House District 76 (2014), Ohio","OH","39","39-076",22383,61190,36263,0.5926295
"2225","State House District 77 (2014), Ohio","OH","39","39-077",21018,57062,33355,0.5845397
"2226","State House District 78 (2014), Ohio","OH","39","39-078",15261,55054,37422,0.6797326
"2227","State House District 79 (2014), Ohio","OH","39","39-079",20138,50711,28292,0.5579066
"2228","State House District 80 (2014), Ohio","OH","39","39-080",14566,62004,44719,0.7212276
"2229","State House District 81 (2014), Ohio","OH","39","39-081",13391,57047,40527,0.7104142
"2230","State House District 82 (2014), Ohio","OH","39","39-082",12287,51977,37147,0.7146815
"2231","State House District 83 (2014), Ohio","OH","39","39-083",13047,51104,35222,0.689222
"2232","State House District 84 (2014), Ohio","OH","39","39-084",9512,60032,48363,0.8056203
"2233","State House District 85 (2014), Ohio","OH","39","39-085",11713,50430,36539,0.7245489
"2234","State House District 86 (2014), Ohio","OH","39","39-086",14869,50085,32552,0.6499351
"2235","State House District 87 (2014), Ohio","OH","39","39-087",12113,51547,36814,0.7141832
"2236","State House District 88 (2014), Ohio","OH","39","39-088",16898,50108,29859,0.5958928
"2237","State House District 90 (2014), Ohio","OH","39","39-090",13510,48085,32938,0.6849953
"2238","State House District 92 (2014), Ohio","OH","39","39-092",14606,47907,31283,0.6529943
"2239","State House District 93 (2014), Ohio","OH","39","39-093",11548,50626,37248,0.7357484
"2240","State House District 94 (2014), Ohio","OH","39","39-094",22670,54597,29195,0.5347363
"2241","State House District 95 (2014), Ohio","OH","39","39-095",13582,55891,39974,0.7152135
"2242","State House District 96 (2014), Ohio","OH","39","39-096",16429,55115,36545,0.6630681
"2243","State House District 97 (2014), Ohio","OH","39","39-097",14575,50190,33292,0.6633194
"2244","State House District 98 (2014), Ohio","OH","39","39-098",13061,47707,32253,0.6760643
"2245","State House District 99 (2014), Ohio","OH","39","39-099",17387,46880,27333,0.5830418
"2246","State House District 1 (2014), Oklahoma","OK","40","40-001",1981,11884,9603,0.8080612
"2247","State House District 2 (2014), Oklahoma","OK","40","40-002",2546,12230,9302,0.7605887
"2248","State House District 3 (2014), Oklahoma","OK","40","40-003",2487,12714,9767,0.7682083
"2249","State House District 4 (2014), Oklahoma","OK","40","40-004",4431,12813,7533,0.5879185
"2250","State House District 5 (2014), Oklahoma","OK","40","40-005",3204,14547,10778,0.7409088
"2251","State House District 6 (2014), Oklahoma","OK","40","40-006",3011,15510,11810,0.7614442
"2252","State House District 7 (2014), Oklahoma","OK","40","40-007",3024,12794,9234,0.7217446
"2253","State House District 8 (2014), Oklahoma","OK","40","40-008",2897,14832,11214,0.7560679
"2254","State House District 9 (2014), Oklahoma","OK","40","40-009",3580,17275,12777,0.7396237
"2255","State House District 11 (2014), Oklahoma","OK","40","40-011",4041,17430,12286,0.7048767
"2256","State House District 12 (2014), Oklahoma","OK","40","40-012",3187,14631,10731,0.7334427
"2257","State House District 14 (2014), Oklahoma","OK","40","40-014",3887,13178,8575,0.6507057
"2258","State House District 17 (2014), Oklahoma","OK","40","40-017",3010,14293,10662,0.7459596
"2259","State House District 20 (2014), Oklahoma","OK","40","40-020",2957,15180,11448,0.7541502
"2260","State House District 21 (2014), Oklahoma","OK","40","40-021",2477,11930,8970,0.751886
"2261","State House District 22 (2014), Oklahoma","OK","40","40-022",2705,14099,10833,0.7683524
"2262","State House District 23 (2014), Oklahoma","OK","40","40-023",3947,11364,6792,0.5976769
"2263","State House District 24 (2014), Oklahoma","OK","40","40-024",2999,12383,8822,0.7124283
"2264","State House District 25 (2014), Oklahoma","OK","40","40-025",3637,14831,10431,0.7033241
"2265","State House District 26 (2014), Oklahoma","OK","40","40-026",3711,13407,8729,0.6510778
"2266","State House District 27 (2014), Oklahoma","OK","40","40-027",3016,15095,11242,0.7447499
"2267","State House District 28 (2014), Oklahoma","OK","40","40-028",2841,12351,8961,0.7255283
"2268","State House District 29 (2014), Oklahoma","OK","40","40-029",2945,15479,11834,0.7645197
"2269","State House District 30 (2014), Oklahoma","OK","40","40-030",3573,16038,11613,0.7240928
"2270","State House District 32 (2014), Oklahoma","OK","40","40-032",2895,14774,11097,0.7511168
"2271","State House District 34 (2014), Oklahoma","OK","40","40-034",4876,11697,5583,0.4773019
"2272","State House District 35 (2014), Oklahoma","OK","40","40-035",2802,14542,11019,0.7577362
"2273","State House District 37 (2014), Oklahoma","OK","40","40-037",3333,13554,9507,0.7014166
"2274","State House District 38 (2014), Oklahoma","OK","40","40-038",2392,14989,11885,0.7929148
"2275","State House District 39 (2014), Oklahoma","OK","40","40-039",5364,17665,10923,0.6183413
"2276","State House District 40 (2014), Oklahoma","OK","40","40-040",2793,11670,8102,0.6942588
"2277","State House District 41 (2014), Oklahoma","OK","40","40-041",3926,19979,14834,0.7424796
"2278","State House District 42 (2014), Oklahoma","OK","40","40-042",2542,15289,12085,0.7904376
"2279","State House District 43 (2014), Oklahoma","OK","40","40-043",3943,17649,12424,0.7039492
"2280","State House District 44 (2014), Oklahoma","OK","40","40-044",7537,12831,4109,0.3202401
"2281","State House District 45 (2014), Oklahoma","OK","40","40-045",7750,17115,7869,0.4597721
"2282","State House District 46 (2014), Oklahoma","OK","40","40-046",7592,18371,9488,0.5164661
"2283","State House District 48 (2014), Oklahoma","OK","40","40-048",3354,13680,9759,0.7133772
"2284","State House District 49 (2014), Oklahoma","OK","40","40-049",2617,14810,11637,0.7857529
"2285","State House District 50 (2014), Oklahoma","OK","40","40-050",2583,14304,11187,0.7820889
"2286","State House District 51 (2014), Oklahoma","OK","40","40-051",2525,16321,13129,0.8044237
"2287","State House District 52 (2014), Oklahoma","OK","40","40-052",2182,11283,8597,0.7619427
"2288","State House District 53 (2014), Oklahoma","OK","40","40-053",4521,16097,10334,0.641983
"2289","State House District 54 (2014), Oklahoma","OK","40","40-054",3779,13628,8771,0.6436014
"2290","State House District 56 (2014), Oklahoma","OK","40","40-056",3323,12660,8676,0.685308
"2291","State House District 58 (2014), Oklahoma","OK","40","40-058",1704,14615,12171,0.8327745
"2292","State House District 61 (2014), Oklahoma","OK","40","40-061",1412,12576,10631,0.8453403
"2293","State House District 62 (2014), Oklahoma","OK","40","40-062",4390,9931,4984,0.5018628
"2294","State House District 63 (2014), Oklahoma","OK","40","40-063",3202,11600,7819,0.6740517
"2295","State House District 64 (2014), Oklahoma","OK","40","40-064",3372,8477,4505,0.531438
"2296","State House District 65 (2014), Oklahoma","OK","40","40-065",2292,11894,9029,0.7591223
"2297","State House District 66 (2014), Oklahoma","OK","40","40-066",4754,15093,9477,0.627907
"2298","State House District 67 (2014), Oklahoma","OK","40","40-067",5281,19029,12644,0.6644595
"2299","State House District 68 (2014), Oklahoma","OK","40","40-068",4419,15638,10250,0.6554546
"2300","State House District 69 (2014), Oklahoma","OK","40","40-069",4796,19147,13234,0.6911788
"2301","State House District 70 (2014), Oklahoma","OK","40","40-070",8025,19131,9775,0.5109508
"2302","State House District 71 (2014), Oklahoma","OK","40","40-071",7111,14338,6179,0.4309527
"2303","State House District 72 (2014), Oklahoma","OK","40","40-072",5188,8984,3285,0.3656501
"2304","State House District 73 (2014), Oklahoma","OK","40","40-073",8947,10463,1146,0.1095288
"2305","State House District 74 (2014), Oklahoma","OK","40","40-074",4266,19566,14202,0.7258509
"2306","State House District 75 (2014), Oklahoma","OK","40","40-075",4710,13058,7574,0.5800276
"2307","State House District 76 (2014), Oklahoma","OK","40","40-076",5047,17051,11000,0.6451235
"2308","State House District 77 (2014), Oklahoma","OK","40","40-077",4388,10276,5204,0.5064228
"2309","State House District 78 (2014), Oklahoma","OK","40","40-078",7372,15541,7077,0.4553761
"2310","State House District 79 (2014), Oklahoma","OK","40","40-079",5841,15123,8297,0.5486345
"2311","State House District 80 (2014), Oklahoma","OK","40","40-080",4242,19057,13803,0.7243008
"2312","State House District 82 (2014), Oklahoma","OK","40","40-082",6873,21385,13040,0.6097732
"2313","State House District 83 (2014), Oklahoma","OK","40","40-083",7321,17488,8903,0.509092
"2314","State House District 84 (2014), Oklahoma","OK","40","40-084",4486,13094,7586,0.5793493
"2315","State House District 85 (2014), Oklahoma","OK","40","40-085",7513,17377,8577,0.4935835
"2316","State House District 86 (2014), Oklahoma","OK","40","40-086",2499,11276,8192,0.7264988
"2317","State House District 87 (2014), Oklahoma","OK","40","40-087",6546,14260,6469,0.4536466
"2318","State House District 88 (2014), Oklahoma","OK","40","40-088",7921,12690,3583,0.2823483
"2319","State House District 89 (2014), Oklahoma","OK","40","40-089",2704,4709,1712,0.3635592
"2320","State House District 90 (2014), Oklahoma","OK","40","40-090",4105,11420,6483,0.5676883
"2321","State House District 91 (2014), Oklahoma","OK","40","40-091",4953,17731,11745,0.6623992
"2322","State House District 92 (2014), Oklahoma","OK","40","40-092",3300,6038,2309,0.3824114
"2323","State House District 93 (2014), Oklahoma","OK","40","40-093",4040,9357,4694,0.5016565
"2324","State House District 94 (2014), Oklahoma","OK","40","40-094",5669,13098,6471,0.4940449
"2325","State House District 95 (2014), Oklahoma","OK","40","40-095",5033,13265,7246,0.5462495
"2326","State House District 96 (2014), Oklahoma","OK","40","40-096",4218,19250,13908,0.7224935
"2327","State House District 97 (2014), Oklahoma","OK","40","40-097",10844,15670,4136,0.2639439
"2328","State House District 98 (2014), Oklahoma","OK","40","40-098",3806,16050,11305,0.7043614
"2329","State House District 99 (2014), Oklahoma","OK","40","40-099",9429,12331,2170,0.1759792
"2330","State House District 100 (2014), Oklahoma","OK","40","40-100",5731,14989,8135,0.5427313
"2331","State House District 101 (2014), Oklahoma","OK","40","40-101",5280,19123,12644,0.6611933
"2332","State House District 1 (2014), Oregon","OR","41","41-001",10844,35608,22581,0.6341553
"2333","State House District 2 (2014), Oregon","OR","41","41-002",7951,28761,18862,0.6558186
"2334","State House District 3 (2014), Oregon","OR","41","41-003",10551,32811,20005,0.6097041
"2335","State House District 5 (2014), Oregon","OR","41","41-005",22318,37915,12762,0.336595
"2336","State House District 6 (2014), Oregon","OR","41","41-006",11604,28939,15153,0.5236186
"2337","State House District 7 (2014), Oregon","OR","41","41-007",10464,31908,19072,0.5977184
"2338","State House District 8 (2014), Oregon","OR","41","41-008",24915,37842,10029,0.265023
"2339","State House District 9 (2014), Oregon","OR","41","41-009",12739,31668,16644,0.5255778
"2340","State House District 10 (2014), Oregon","OR","41","41-010",15250,32275,14529,0.4501627
"2341","State House District 11 (2014), Oregon","OR","41","41-011",17581,34568,14474,0.4187109
"2342","State House District 13 (2014), Oregon","OR","41","41-013",21347,34240,10063,0.293896
"2343","State House District 14 (2014), Oregon","OR","41","41-014",16324,31950,13025,0.4076682
"2344","State House District 15 (2014), Oregon","OR","41","41-015",12739,32282,16570,0.5132892
"2345","State House District 16 (2014), Oregon","OR","41","41-016",22628,32566,6832,0.2097894
"2346","State House District 17 (2014), Oregon","OR","41","41-017",8564,30905,19925,0.6447177
"2347","State House District 18 (2014), Oregon","OR","41","41-018",10236,30599,18044,0.5896925
"2348","State House District 19 (2014), Oregon","OR","41","41-019",12969,30546,15331,0.5018988
"2349","State House District 20 (2014), Oregon","OR","41","41-020",16285,32761,13765,0.4201642
"2350","State House District 21 (2014), Oregon","OR","41","41-021",12380,23275,8976,0.3856498
"2351","State House District 22 (2014), Oregon","OR","41","41-022",9164,17600,7106,0.40375
"2352","State House District 23 (2014), Oregon","OR","41","41-023",12899,35105,19490,0.5551916
